Player ID: 1, Name=Ali, SurName=Arslan, Age=22, Nationality=Turkiye, CurrentTeamID=1, Position=GK, OverallRating=76, Value=178606.37, Wage=7853.5, TechnicalAttributes: Finishing=79, Pass=95, Dribbling=67, Tackle=55, ShotPower=86
Player ID: 108, Name=Burak, SurName=Çetin, Age=16, Nationality=Turkiye, CurrentTeamID=8, Position=CB, OverallRating=87, Value=555673.12, Wage=5890.55, TechnicalAttributes: Finishing=97, Pass=69, Dribbling=89, Tackle=96, ShotPower=87
Player ID: 109, Name=Burak, SurName=Çetin, Age=28, Nationality=Turkiye, CurrentTeamID=8, Position=ST, OverallRating=75, Value=245683.29, Wage=7927.96, TechnicalAttributes: Finishing=93, Pass=88, Dribbling=69, Tackle=57, ShotPower=70
Player ID: 110, Name=Burak, SurName=Yurt, Age=30, Nationality=Turkiye, CurrentTeamID=8, Position=ST, OverallRating=76, Value=378717.26, Wage=5956.35, TechnicalAttributes: Finishing=93, Pass=79, Dribbling=67, Tackle=61, ShotPower=80
Player ID: 111, Name=Burak, SurName=Çam, Age=18, Nationality=Turkiye, CurrentTeamID=8, Position=GK, OverallRating=79, Value=157010.92, Wage=7519.88, TechnicalAttributes: Finishing=61, Pass=96, Dribbling=63, Tackle=92, ShotPower=86
Player ID: 112, Name=Burak, SurName=Yalçın, Age=31, Nationality=Turkiye, CurrentTeamID=8, Position=CB, OverallRating=76, Value=436573.11, Wage=5932.0, TechnicalAttributes: Finishing=57, Pass=61, Dribbling=94, Tackle=81, ShotPower=87
Player ID: 113, Name=Burak, SurName=Çam, Age=27, Nationality=Turkiye, CurrentTeamID=8, Position=CM, OverallRating=68, Value=453272.16, Wage=6500.93, TechnicalAttributes: Finishing=50, Pass=57, Dribbling=68, Tackle=79, ShotPower=87
Player ID: 114, Name=Burak, SurName=Kılıç, Age=24, Nationality=Turkiye, CurrentTeamID=8, Position=CM, OverallRating=81, Value=218729.23, Wage=5582.38, TechnicalAttributes: Finishing=99, Pass=59, Dribbling=72, Tackle=89, ShotPower=87
Player ID: 115, Name=Burak, SurName=Çetin, Age=23, Nationality=Turkiye, CurrentTeamID=8, Position=CM, OverallRating=74, Value=563967.77, Wage=7555.55, TechnicalAttributes: Finishing=51, Pass=72, Dribbling=65, Tackle=83, ShotPower=99
Player ID: 116, Name=Burak, SurName=Koç, Age=21, Nationality=Turkiye, CurrentTeamID=8, Position=GK, OverallRating=78, Value=119254.53, Wage=6110.83, TechnicalAttributes: Finishing=93, Pass=51, Dribbling=85, Tackle=91, ShotPower=72
Player ID: 117, Name=Burak, SurName=Kılıç, Age=32, Nationality=Turkiye, CurrentTeamID=8, Position=CB, OverallRating=76, Value=371335.25, Wage=7847.91, TechnicalAttributes: Finishing=94, Pass=68, Dribbling=79, Tackle=87, ShotPower=53
Player ID: 118, Name=Burak, SurName=Demir, Age=23, Nationality=Turkiye, CurrentTeamID=8, Position=CB, OverallRating=68, Value=131237.09, Wage=7633.69, TechnicalAttributes: Finishing=55, Pass=63, Dribbling=87, Tackle=65, ShotPower=70
Player ID: 119, Name=Burak, SurName=Kaya, Age=17, Nationality=Turkiye, CurrentTeamID=8, Position=CB, OverallRating=87, Value=356252.03, Wage=6061.88, TechnicalAttributes: Finishing=78, Pass=87, Dribbling=96, Tackle=92, ShotPower=83
Player ID: 120, Name=Burak, SurName=Arslan, Age=21, Nationality=Turkiye, CurrentTeamID=8, Position=CB, OverallRating=61, Value=302738.5, Wage=5117.86, TechnicalAttributes: Finishing=52, Pass=52, Dribbling=61, Tackle=61, ShotPower=83
Player ID: 121, Name=Okan, SurName=Arslan, Age=27, Nationality=Turkiye, CurrentTeamID=9, Position=GK, OverallRating=72, Value=503439.5, Wage=6791.7, TechnicalAttributes: Finishing=77, Pass=55, Dribbling=85, Tackle=55, ShotPower=91
Player ID: 122, Name=Okan, SurName=Çelik, Age=24, Nationality=Turkiye, CurrentTeamID=9, Position=CB, OverallRating=70, Value=425413.35, Wage=7232.25, TechnicalAttributes: Finishing=50, Pass=74, Dribbling=83, Tackle=60, ShotPower=83
Player ID: 123, Name=Okan, SurName=Demir, Age=19, Nationality=Turkiye, CurrentTeamID=9, Position=GK, OverallRating=72, Value=166048.53, Wage=6511.24, TechnicalAttributes: Finishing=87, Pass=53, Dribbling=82, Tackle=63, ShotPower=77
Player ID: 124, Name=Okan, SurName=Çam, Age=15, Nationality=Turkiye, CurrentTeamID=9, Position=GK, OverallRating=72, Value=123476.69, Wage=5407.12, TechnicalAttributes: Finishing=77, Pass=68, Dribbling=77, Tackle=86, ShotPower=54
Player ID: 125, Name=Okan, SurName=Çetin, Age=21, Nationality=Turkiye, CurrentTeamID=9, Position=GK, OverallRating=67, Value=429833.37, Wage=5645.76, TechnicalAttributes: Finishing=60, Pass=80, Dribbling=78, Tackle=61, ShotPower=56
Player ID: 126, Name=Okan, SurName=Çetin, Age=24, Nationality=Turkiye, CurrentTeamID=9, Position=GK, OverallRating=81, Value=516922.91, Wage=5894.17, TechnicalAttributes: Finishing=75, Pass=80, Dribbling=96, Tackle=68, ShotPower=86
Player ID: 127, Name=Okan, SurName=Yılmaz, Age=29, Nationality=Turkiye, CurrentTeamID=9, Position=ST, OverallRating=80, Value=531935.82, Wage=6722.05, TechnicalAttributes: Finishing=93, Pass=71, Dribbling=73, Tackle=96, ShotPower=69
Player ID: 128, Name=Okan, SurName=Yavuz, Age=21, Nationality=Turkiye, CurrentTeamID=9, Position=ST, OverallRating=88, Value=538807.79, Wage=6775.43, TechnicalAttributes: Finishing=97, Pass=96, Dribbling=91, Tackle=95, ShotPower=62
Player ID: 129, Name=Okan, SurName=Acar, Age=17, Nationality=Turkiye, CurrentTeamID=9, Position=ST, OverallRating=82, Value=268803.17, Wage=5181.46, TechnicalAttributes: Finishing=92, Pass=94, Dribbling=53, Tackle=83, ShotPower=89
Player ID: 130, Name=Okan, SurName=Kılıç, Age=28, Nationality=Turkiye, CurrentTeamID=9, Position=CM, OverallRating=90, Value=562001.13, Wage=6680.8, TechnicalAttributes: Finishing=91, Pass=94, Dribbling=97, Tackle=71, ShotPower=98
Player ID: 131, Name=Okan, SurName=Yavuz, Age=29, Nationality=Turkiye, CurrentTeamID=9, Position=GK, OverallRating=72, Value=511953.05, Wage=7204.7, TechnicalAttributes: Finishing=95, Pass=92, Dribbling=54, Tackle=53, ShotPower=68
Player ID: 132, Name=Okan, SurName=Karaca, Age=16, Nationality=Turkiye, CurrentTeamID=9, Position=CB, OverallRating=57, Value=226100.53, Wage=7441.49, TechnicalAttributes: Finishing=69, Pass=56, Dribbling=53, Tackle=55, ShotPower=55
Player ID: 133, Name=Okan, SurName=Yalçın, Age=20, Nationality=Turkiye, CurrentTeamID=9, Position=CM, OverallRating=76, Value=579175.11, Wage=6818.49, TechnicalAttributes: Finishing=64, Pass=58, Dribbling=94, Tackle=80, ShotPower=87
Player ID: 134, Name=Okan, SurName=Taş, Age=23, Nationality=Turkiye, CurrentTeamID=9, Position=GK, OverallRating=71, Value=330167.7, Wage=5030.96, TechnicalAttributes: Finishing=92, Pass=56, Dribbling=65, Tackle=82, ShotPower=62
Player ID: 135, Name=Okan, SurName=Koç, Age=25, Nationality=Turkiye, CurrentTeamID=9, Position=ST, OverallRating=81, Value=272324.19, Wage=6630.98, TechnicalAttributes: Finishing=87, Pass=71, Dribbling=95, Tackle=75, ShotPower=78
Player ID: 136, Name=Emre, SurName=Demir, Age=31, Nationality=Turkiye, CurrentTeamID=10, Position=ST, OverallRating=72, Value=211606.78, Wage=7925.14, TechnicalAttributes: Finishing=80, Pass=57, Dribbling=64, Tackle=90, ShotPower=73
Player ID: 137, Name=Emre, SurName=Çelik, Age=23, Nationality=Turkiye, CurrentTeamID=10, Position=CB, OverallRating=58, Value=411111.26, Wage=5776.58, TechnicalAttributes: Finishing=58, Pass=50, Dribbling=52, Tackle=83, ShotPower=51
Player ID: 138, Name=Emre, SurName=Öztürk, Age=29, Nationality=Turkiye, CurrentTeamID=10, Position=CB, OverallRating=75, Value=565849.88, Wage=5449.99, TechnicalAttributes: Finishing=70, Pass=55, Dribbling=71, Tackle=94, ShotPower=89
Player ID: 139, Name=Emre, SurName=Yavuz, Age=29, Nationality=Turkiye, CurrentTeamID=10, Position=GK, OverallRating=70, Value=315238.0, Wage=5040.19, TechnicalAttributes: Finishing=50, Pass=75, Dribbling=88, Tackle=50, ShotPower=88
Player ID: 140, Name=Emre, SurName=Çelik, Age=22, Nationality=Turkiye, CurrentTeamID=10, Position=GK, OverallRating=74, Value=245548.28, Wage=7777.71, TechnicalAttributes: Finishing=77, Pass=61, Dribbling=90, Tackle=72, ShotPower=70
Player ID: 141, Name=Emre, SurName=Kaya, Age=28, Nationality=Turkiye, CurrentTeamID=10, Position=CB, OverallRating=70, Value=194848.12, Wage=6676.89, TechnicalAttributes: Finishing=81, Pass=85, Dribbling=61, Tackle=63, ShotPower=64
Player ID: 142, Name=Emre, SurName=Koç, Age=21, Nationality=Turkiye, CurrentTeamID=10, Position=CM, OverallRating=72, Value=451688.46, Wage=7981.48, TechnicalAttributes: Finishing=90, Pass=59, Dribbling=85, Tackle=78, ShotPower=51
Player ID: 143, Name=Emre, SurName=Çelik, Age=21, Nationality=Turkiye, CurrentTeamID=10, Position=GK, OverallRating=73, Value=421582.24, Wage=6145.33, TechnicalAttributes: Finishing=84, Pass=82, Dribbling=78, Tackle=65, ShotPower=57
Player ID: 144, Name=Emre, SurName=Şahin, Age=22, Nationality=Turkiye, CurrentTeamID=10, Position=CB, OverallRating=77, Value=442460.22, Wage=6964.09, TechnicalAttributes: Finishing=75, Pass=91, Dribbling=58, Tackle=76, ShotPower=85
Player ID: 145, Name=Emre, SurName=Yalçın, Age=24, Nationality=Turkiye, CurrentTeamID=10, Position=GK, OverallRating=77, Value=109526.14, Wage=6831.29, TechnicalAttributes: Finishing=78, Pass=75, Dribbling=81, Tackle=84, ShotPower=71
Player ID: 146, Name=Emre, SurName=Kaya, Age=15, Nationality=Turkiye, CurrentTeamID=10, Position=ST, OverallRating=79, Value=588799.93, Wage=5137.46, TechnicalAttributes: Finishing=85, Pass=93, Dribbling=53, Tackle=78, ShotPower=88
Player ID: 147, Name=Emre, SurName=Akman, Age=20, Nationality=Turkiye, CurrentTeamID=10, Position=ST, OverallRating=72, Value=527030.55, Wage=7852.66, TechnicalAttributes: Finishing=87, Pass=92, Dribbling=57, Tackle=69, ShotPower=57
Player ID: 148, Name=Emre, SurName=Aydın, Age=22, Nationality=Turkiye, CurrentTeamID=10, Position=GK, OverallRating=75, Value=268315.25, Wage=6447.42, TechnicalAttributes: Finishing=75, Pass=56, Dribbling=62, Tackle=93, ShotPower=93
Player ID: 149, Name=Emre, SurName=Koç, Age=21, Nationality=Turkiye, CurrentTeamID=10, Position=CB, OverallRating=72, Value=376758.56, Wage=7207.96, TechnicalAttributes: Finishing=97, Pass=56, Dribbling=62, Tackle=85, ShotPower=63
Player ID: 150, Name=Emre, SurName=Çelik, Age=22, Nationality=Turkiye, CurrentTeamID=10, Position=CB, OverallRating=75, Value=451768.14, Wage=6712.75, TechnicalAttributes: Finishing=53, Pass=89, Dribbling=81, Tackle=78, ShotPower=74
Player ID: 151, Name=Can, SurName=Taş, Age=17, Nationality=Turkiye, CurrentTeamID=11, Position=ST, OverallRating=78, Value=482380.44, Wage=6857.73, TechnicalAttributes: Finishing=85, Pass=73, Dribbling=81, Tackle=73, ShotPower=78
Player ID: 152, Name=Can, SurName=Koç, Age=16, Nationality=Turkiye, CurrentTeamID=11, Position=GK, OverallRating=65, Value=308451.33, Wage=6277.09, TechnicalAttributes: Finishing=63, Pass=51, Dribbling=89, Tackle=71, ShotPower=51
Player ID: 153, Name=Can, SurName=Çelik, Age=33, Nationality=Turkiye, CurrentTeamID=11, Position=ST, OverallRating=74, Value=246088.1, Wage=6811.3, TechnicalAttributes: Finishing=75, Pass=85, Dribbling=65, Tackle=63, ShotPower=85
Player ID: 154, Name=Can, SurName=Çelik, Age=34, Nationality=Turkiye, CurrentTeamID=11, Position=CM, OverallRating=78, Value=468639.21, Wage=5659.37, TechnicalAttributes: Finishing=50, Pass=93, Dribbling=98, Tackle=76, ShotPower=76
Player ID: 155, Name=Can, SurName=Yılmaz, Age=29, Nationality=Turkiye, CurrentTeamID=11, Position=GK, OverallRating=63, Value=181540.74, Wage=7931.41, TechnicalAttributes: Finishing=63, Pass=77, Dribbling=70, Tackle=55, ShotPower=51
Player ID: 156, Name=Can, SurName=Çetin, Age=23, Nationality=Turkiye, CurrentTeamID=11, Position=ST, OverallRating=73, Value=122826.91, Wage=6230.96, TechnicalAttributes: Finishing=60, Pass=57, Dribbling=89, Tackle=98, ShotPower=62
Player ID: 157, Name=Can, SurName=Çam, Age=20, Nationality=Turkiye, CurrentTeamID=11, Position=CB, OverallRating=75, Value=401979.9, Wage=5964.78, TechnicalAttributes: Finishing=93, Pass=71, Dribbling=66, Tackle=95, ShotPower=53
Player ID: 158, Name=Can, SurName=Koç, Age=21, Nationality=Turkiye, CurrentTeamID=11, Position=GK, OverallRating=80, Value=378692.75, Wage=5946.69, TechnicalAttributes: Finishing=78, Pass=92, Dribbling=95, Tackle=69, ShotPower=69
Player ID: 159, Name=Can, SurName=Arslan, Age=34, Nationality=Turkiye, CurrentTeamID=11, Position=ST, OverallRating=82, Value=193067.17, Wage=5259.03, TechnicalAttributes: Finishing=89, Pass=94, Dribbling=61, Tackle=91, ShotPower=76
Player ID: 160, Name=Can, SurName=Taş, Age=23, Nationality=Turkiye, CurrentTeamID=11, Position=CB, OverallRating=64, Value=317626.62, Wage=5812.42, TechnicalAttributes: Finishing=51, Pass=74, Dribbling=55, Tackle=59, ShotPower=82
Player ID: 161, Name=Can, SurName=Yurt, Age=28, Nationality=Turkiye, CurrentTeamID=11, Position=GK, OverallRating=79, Value=414499.16, Wage=5734.75, TechnicalAttributes: Finishing=90, Pass=58, Dribbling=80, Tackle=71, ShotPower=96
Player ID: 162, Name=Can, SurName=Şahin, Age=25, Nationality=Turkiye, CurrentTeamID=11, Position=GK, OverallRating=81, Value=343263.12, Wage=6083.11, TechnicalAttributes: Finishing=95, Pass=98, Dribbling=64, Tackle=94, ShotPower=58
Player ID: 163, Name=Can, SurName=Öztürk, Age=25, Nationality=Turkiye, CurrentTeamID=11, Position=GK, OverallRating=71, Value=213644.18, Wage=5945.97, TechnicalAttributes: Finishing=82, Pass=80, Dribbling=73, Tackle=69, ShotPower=52
Player ID: 164, Name=Can, SurName=Çam, Age=16, Nationality=Turkiye, CurrentTeamID=11, Position=ST, OverallRating=83, Value=424741.38, Wage=7153.19, TechnicalAttributes: Finishing=64, Pass=98, Dribbling=96, Tackle=99, ShotPower=62
Player ID: 165, Name=Can, SurName=Şahin, Age=24, Nationality=Turkiye, CurrentTeamID=11, Position=ST, OverallRating=64, Value=128321.9, Wage=6483.6, TechnicalAttributes: Finishing=64, Pass=56, Dribbling=56, Tackle=93, ShotPower=52
Player ID: 166, Name=Arda, SurName=Koç, Age=19, Nationality=Turkiye, CurrentTeamID=12, Position=CB, OverallRating=81, Value=137383.98, Wage=6725.18, TechnicalAttributes: Finishing=58, Pass=85, Dribbling=81, Tackle=96, ShotPower=87
Player ID: 167, Name=Arda, SurName=Çam, Age=27, Nationality=Turkiye, CurrentTeamID=12, Position=CB, OverallRating=79, Value=134411.67, Wage=7552.96, TechnicalAttributes: Finishing=81, Pass=99, Dribbling=69, Tackle=90, ShotPower=57
Player ID: 168, Name=Arda, SurName=Acar, Age=28, Nationality=Turkiye, CurrentTeamID=12, Position=CB, OverallRating=80, Value=473145.86, Wage=7122.59, TechnicalAttributes: Finishing=85, Pass=90, Dribbling=85, Tackle=86, ShotPower=54
Player ID: 169, Name=Arda, SurName=Taş, Age=19, Nationality=Turkiye, CurrentTeamID=12, Position=CM, OverallRating=68, Value=287227.28, Wage=6290.56, TechnicalAttributes: Finishing=67, Pass=97, Dribbling=53, Tackle=54, ShotPower=72
Player ID: 170, Name=Arda, SurName=Yavuz, Age=17, Nationality=Turkiye, CurrentTeamID=12, Position=CM, OverallRating=82, Value=202529.68, Wage=6549.74, TechnicalAttributes: Finishing=71, Pass=78, Dribbling=97, Tackle=96, ShotPower=69
Player ID: 171, Name=Arda, SurName=Aydın, Age=30, Nationality=Turkiye, CurrentTeamID=12, Position=CB, OverallRating=73, Value=303535.1, Wage=7274.41, TechnicalAttributes: Finishing=57, Pass=98, Dribbling=57, Tackle=80, ShotPower=77
Player ID: 172, Name=Arda, SurName=Karaca, Age=32, Nationality=Turkiye, CurrentTeamID=12, Position=CB, OverallRating=78, Value=538697.13, Wage=7694.06, TechnicalAttributes: Finishing=89, Pass=74, Dribbling=77, Tackle=76, ShotPower=76
Player ID: 173, Name=Arda, SurName=Karaca, Age=21, Nationality=Turkiye, CurrentTeamID=12, Position=GK, OverallRating=68, Value=263719.97, Wage=6728.37, TechnicalAttributes: Finishing=53, Pass=74, Dribbling=96, Tackle=65, ShotPower=54
Player ID: 174, Name=Arda, SurName=Acar, Age=25, Nationality=Turkiye, CurrentTeamID=12, Position=CB, OverallRating=61, Value=133226.91, Wage=5315.03, TechnicalAttributes: Finishing=61, Pass=64, Dribbling=61, Tackle=65, ShotPower=56
Player ID: 175, Name=Arda, SurName=Acar, Age=16, Nationality=Turkiye, CurrentTeamID=12, Position=CM, OverallRating=77, Value=140917.13, Wage=7123.02, TechnicalAttributes: Finishing=70, Pass=91, Dribbling=71, Tackle=80, ShotPower=76
Player ID: 176, Name=Arda, SurName=Yavuz, Age=22, Nationality=Turkiye, CurrentTeamID=12, Position=CM, OverallRating=76, Value=521377.6, Wage=5369.78, TechnicalAttributes: Finishing=84, Pass=93, Dribbling=57, Tackle=70, ShotPower=80
Player ID: 177, Name=Arda, SurName=Çelik, Age=25, Nationality=Turkiye, CurrentTeamID=12, Position=CB, OverallRating=69, Value=195930.87, Wage=7234.1, TechnicalAttributes: Finishing=61, Pass=74, Dribbling=55, Tackle=56, ShotPower=99
Player ID: 178, Name=Arda, SurName=Yavuz, Age=30, Nationality=Turkiye, CurrentTeamID=12, Position=ST, OverallRating=75, Value=582809.98, Wage=6786.42, TechnicalAttributes: Finishing=60, Pass=85, Dribbling=54, Tackle=92, ShotPower=86
Player ID: 179, Name=Arda, SurName=Öztürk, Age=22, Nationality=Turkiye, CurrentTeamID=12, Position=GK, OverallRating=71, Value=263449.65, Wage=7233.94, TechnicalAttributes: Finishing=57, Pass=97, Dribbling=65, Tackle=50, ShotPower=90
Player ID: 180, Name=Arda, SurName=Çam, Age=16, Nationality=Turkiye, CurrentTeamID=12, Position=CB, OverallRating=63, Value=561506.05, Wage=5214.06, TechnicalAttributes: Finishing=59, Pass=90, Dribbling=58, Tackle=51, ShotPower=60
Player ID: 181, Name=Ege, SurName=Çam, Age=19, Nationality=Turkiye, CurrentTeamID=13, Position=ST, OverallRating=73, Value=256444.83, Wage=6062.53, TechnicalAttributes: Finishing=81, Pass=94, Dribbling=73, Tackle=52, ShotPower=65
Player ID: 182, Name=Ege, SurName=Demir, Age=20, Nationality=Turkiye, CurrentTeamID=13, Position=CM, OverallRating=80, Value=486093.23, Wage=5952.71, TechnicalAttributes: Finishing=90, Pass=77, Dribbling=83, Tackle=86, ShotPower=66
Player ID: 183, Name=Ege, SurName=Demir, Age=22, Nationality=Turkiye, CurrentTeamID=13, Position=CB, OverallRating=75, Value=171704.18, Wage=7151.8, TechnicalAttributes: Finishing=51, Pass=59, Dribbling=98, Tackle=72, ShotPower=96
Player ID: 184, Name=Ege, SurName=Yavuz, Age=19, Nationality=Turkiye, CurrentTeamID=13, Position=CB, OverallRating=90, Value=178939.81, Wage=6796.3, TechnicalAttributes: Finishing=75, Pass=90, Dribbling=99, Tackle=97, ShotPower=91
Player ID: 185, Name=Ege, SurName=Aydın, Age=15, Nationality=Turkiye, CurrentTeamID=13, Position=GK, OverallRating=66, Value=190203.58, Wage=5560.14, TechnicalAttributes: Finishing=65, Pass=62, Dribbling=52, Tackle=74, ShotPower=77
Player ID: 186, Name=Ege, SurName=Yılmaz, Age=16, Nationality=Turkiye, CurrentTeamID=13, Position=GK, OverallRating=87, Value=239234.01, Wage=5708.56, TechnicalAttributes: Finishing=62, Pass=92, Dribbling=95, Tackle=94, ShotPower=95
Player ID: 187, Name=Ege, SurName=Aydın, Age=28, Nationality=Turkiye, CurrentTeamID=13, Position=ST, OverallRating=73, Value=331459.53, Wage=5713.87, TechnicalAttributes: Finishing=73, Pass=98, Dribbling=81, Tackle=66, ShotPower=51
Player ID: 188, Name=Ege, SurName=Taş, Age=32, Nationality=Turkiye, CurrentTeamID=13, Position=CM, OverallRating=76, Value=221791.82, Wage=6094.5, TechnicalAttributes: Finishing=82, Pass=62, Dribbling=96, Tackle=86, ShotPower=56
Player ID: 189, Name=Ege, SurName=Aydın, Age=31, Nationality=Turkiye, CurrentTeamID=13, Position=CM, OverallRating=70, Value=421132.47, Wage=5248.23, TechnicalAttributes: Finishing=60, Pass=88, Dribbling=68, Tackle=50, ShotPower=87
Player ID: 190, Name=Ege, SurName=Yurt, Age=23, Nationality=Turkiye, CurrentTeamID=13, Position=GK, OverallRating=75, Value=529559.63, Wage=6929.04, TechnicalAttributes: Finishing=73, Pass=57, Dribbling=70, Tackle=77, ShotPower=99
Player ID: 191, Name=Ege, SurName=Şahin, Age=32, Nationality=Turkiye, CurrentTeamID=13, Position=GK, OverallRating=78, Value=455964.72, Wage=5892.61, TechnicalAttributes: Finishing=98, Pass=94, Dribbling=65, Tackle=69, ShotPower=66
Player ID: 192, Name=Ege, SurName=Yavuz, Age=29, Nationality=Turkiye, CurrentTeamID=13, Position=GK, OverallRating=63, Value=563685.89, Wage=7159.72, TechnicalAttributes: Finishing=64, Pass=87, Dribbling=60, Tackle=50, ShotPower=56
Player ID: 193, Name=Ege, SurName=Kaya, Age=20, Nationality=Turkiye, CurrentTeamID=13, Position=GK, OverallRating=68, Value=269639.42, Wage=5953.25, TechnicalAttributes: Finishing=76, Pass=50, Dribbling=53, Tackle=76, ShotPower=89
Player ID: 194, Name=Ege, SurName=Kaya, Age=31, Nationality=Turkiye, CurrentTeamID=13, Position=CM, OverallRating=85, Value=350631.73, Wage=6611.92, TechnicalAttributes: Finishing=97, Pass=87, Dribbling=60, Tackle=86, ShotPower=97
Player ID: 195, Name=Ege, SurName=Öztürk, Age=21, Nationality=Turkiye, CurrentTeamID=13, Position=GK, OverallRating=76, Value=127335.97, Wage=7710.95, TechnicalAttributes: Finishing=92, Pass=86, Dribbling=76, Tackle=66, ShotPower=62
Player ID: 196, Name=Serkan, SurName=Koç, Age=24, Nationality=Turkiye, CurrentTeamID=14, Position=ST, OverallRating=75, Value=331073.56, Wage=5092.68, TechnicalAttributes: Finishing=94, Pass=94, Dribbling=65, Tackle=57, ShotPower=68
Player ID: 197, Name=Serkan, SurName=Kılıç, Age=20, Nationality=Turkiye, CurrentTeamID=14, Position=ST, OverallRating=74, Value=215634.43, Wage=6972.81, TechnicalAttributes: Finishing=67, Pass=83, Dribbling=69, Tackle=61, ShotPower=90
Player ID: 198, Name=Serkan, SurName=Çelik, Age=25, Nationality=Turkiye, CurrentTeamID=14, Position=CM, OverallRating=67, Value=310321.56, Wage=6513.6, TechnicalAttributes: Finishing=51, Pass=85, Dribbling=84, Tackle=58, ShotPower=57
Player ID: 199, Name=Serkan, SurName=Acar, Age=26, Nationality=Turkiye, CurrentTeamID=14, Position=ST, OverallRating=74, Value=177985.97, Wage=6093.49, TechnicalAttributes: Finishing=92, Pass=68, Dribbling=68, Tackle=74, ShotPower=69
Player ID: 200, Name=Serkan, SurName=Aydın, Age=25, Nationality=Turkiye, CurrentTeamID=14, Position=GK, OverallRating=78, Value=214636.08, Wage=7632.97, TechnicalAttributes: Finishing=90, Pass=64, Dribbling=94, Tackle=86, ShotPower=56
Player ID: 201, Name=Serkan, SurName=Yurt, Age=32, Nationality=Turkiye, CurrentTeamID=14, Position=CM, OverallRating=73, Value=564218.23, Wage=6015.47, TechnicalAttributes: Finishing=71, Pass=80, Dribbling=63, Tackle=60, ShotPower=91
Player ID: 202, Name=Serkan, SurName=Kaya, Age=22, Nationality=Turkiye, CurrentTeamID=14, Position=ST, OverallRating=69, Value=312169.52, Wage=5454.43, TechnicalAttributes: Finishing=57, Pass=94, Dribbling=55, Tackle=54, ShotPower=87
Player ID: 203, Name=Serkan, SurName=Kılıç, Age=28, Nationality=Turkiye, CurrentTeamID=14, Position=CM, OverallRating=62, Value=435483.96, Wage=5267.01, TechnicalAttributes: Finishing=63, Pass=65, Dribbling=55, Tackle=59, ShotPower=71
Player ID: 204, Name=Serkan, SurName=Yurt, Age=19, Nationality=Turkiye, CurrentTeamID=14, Position=ST, OverallRating=67, Value=171294.87, Wage=7411.83, TechnicalAttributes: Finishing=50, Pass=95, Dribbling=53, Tackle=74, ShotPower=63
Player ID: 205, Name=Serkan, SurName=Aydın, Age=30, Nationality=Turkiye, CurrentTeamID=14, Position=GK, OverallRating=66, Value=263688.4, Wage=6402.71, TechnicalAttributes: Finishing=57, Pass=58, Dribbling=63, Tackle=80, ShotPower=73
Player ID: 206, Name=Serkan, SurName=Demir, Age=25, Nationality=Turkiye, CurrentTeamID=14, Position=CM, OverallRating=82, Value=412802.37, Wage=6219.09, TechnicalAttributes: Finishing=92, Pass=93, Dribbling=57, Tackle=87, ShotPower=81
Player ID: 207, Name=Serkan, SurName=Çam, Age=24, Nationality=Turkiye, CurrentTeamID=14, Position=CB, OverallRating=73, Value=336745.0, Wage=5073.48, TechnicalAttributes: Finishing=80, Pass=69, Dribbling=62, Tackle=64, ShotPower=93
Player ID: 208, Name=Serkan, SurName=Çelik, Age=27, Nationality=Turkiye, CurrentTeamID=14, Position=GK, OverallRating=67, Value=155854.03, Wage=6669.22, TechnicalAttributes: Finishing=56, Pass=50, Dribbling=79, Tackle=77, ShotPower=77
Player ID: 209, Name=Serkan, SurName=Yavuz, Age=27, Nationality=Turkiye, CurrentTeamID=14, Position=CM, OverallRating=74, Value=238011.42, Wage=6771.34, TechnicalAttributes: Finishing=74, Pass=75, Dribbling=90, Tackle=66, ShotPower=66
Player ID: 210, Name=Serkan, SurName=Koç, Age=22, Nationality=Turkiye, CurrentTeamID=14, Position=CM, OverallRating=84, Value=550681.84, Wage=5728.02, TechnicalAttributes: Finishing=87, Pass=96, Dribbling=74, Tackle=72, ShotPower=94
Player ID: 211, Name=Ömer, SurName=Kılıç, Age=21, Nationality=Turkiye, CurrentTeamID=15, Position=CB, OverallRating=78, Value=219946.9, Wage=5308.92, TechnicalAttributes: Finishing=55, Pass=57, Dribbling=90, Tackle=93, ShotPower=97
Player ID: 212, Name=Ömer, SurName=Çam, Age=34, Nationality=Turkiye, CurrentTeamID=15, Position=CB, OverallRating=81, Value=373798.11, Wage=7985.94, TechnicalAttributes: Finishing=92, Pass=74, Dribbling=84, Tackle=62, ShotPower=94
Player ID: 213, Name=Ömer, SurName=Çelik, Age=25, Nationality=Turkiye, CurrentTeamID=15, Position=ST, OverallRating=70, Value=528409.14, Wage=6264.62, TechnicalAttributes: Finishing=77, Pass=69, Dribbling=93, Tackle=63, ShotPower=52
Player ID: 214, Name=Ömer, SurName=Karaca, Age=32, Nationality=Turkiye, CurrentTeamID=15, Position=ST, OverallRating=74, Value=353957.58, Wage=6905.46, TechnicalAttributes: Finishing=89, Pass=71, Dribbling=82, Tackle=68, ShotPower=61
Player ID: 215, Name=Ömer, SurName=Şahin, Age=31, Nationality=Turkiye, CurrentTeamID=15, Position=CB, OverallRating=71, Value=245073.34, Wage=5951.33, TechnicalAttributes: Finishing=70, Pass=96, Dribbling=52, Tackle=54, ShotPower=85
